"FC(OC)Cc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-] " -0.9340062 0.3929762112953669
"O=Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1 " -0.71521795 0.48908550399357287
"Brc1cc(Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)ccc1Cl " -0.70183545 0.495674682251366
"O=Cc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1 " -0.6308625 0.5321326386207722
"Fc1ncc2ncnc(Nc3cccc(Br)c3)c2n1 " -0.59330213 0.552499842863624
"FC(OC)Cc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1.O " -0.5266023 0.5906082741704282
"O=Cc1cc2ncnc(Nc3cccc(F)c3)c2cn1 " -0.4468363 0.6396486101822028
"FC(OC)Cc1cc2ncnc(Nc3cccc(Br)c3)c2cn1 " -0.38647604 0.6794470047298423
"FC(OC)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1 " -0.33940655 0.7121928482221197
"FC(OC)Cc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2nc1.Cl " -0.3375401 0.7135233618460084
