"C=CC(=O)Nc1cccc(Oc2nc3c(nc2Nc2ccc(CCCOC)cc2)CC(c2ccccc2)S3)c1 " -0.67369795 0.5098197995075289
"C=CC(=O)Nc1sc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OCCCc1ccc(Br)cc1 " 0.85374016 2.348413890338861
"C=CC(=O)Nc1sc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OCc1ccc(-c2ccc(Br)cc2)o1 " 0.9884862 2.6871635636532165
"Ic1cc(I)cc(Nc2c(I)cc(Nc3ncnc4c3=CCCC=4)cc2I)c1 " 1.081042 2.947749506326655
"O=C(C[IH]c1c(I)c(I)c2ccccc2c1I)Nc1cccc(NC2=NN=C3C=CCCC3C2=O)c1 " 2.4458694 11.540578617642845
"NC1=COC(=O)C2(Cc3cc4ccccc4cc3OC2=O)C1=O " 2.4948683 12.120137191405496
"C=CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1CN1CCC1C=CC(=O)O " 2.5978088 13.434268590733646
"O=C1NC=NC23C=CC(I)=CC12C=C(Sc1ccccc1)C=C3 " 2.5980983 13.4381583745097
"O=C1CCc2cc(cc(Br)c2O)Oc2ccc(cc2)CCCNC(=O)C2(CS(=O)(=O)CN2)c2cccc(c2)Oc2ccc(c(Br)c2)-c2ccccc2N1 " 2.846964 17.235375727632658
"COc1cccc2c1sc1c(Nc3cccc(I)c3)ncnc12 " 3.1915317 24.325658533560777
