C=CC(=O)O 5.348854 210.36707900212838
O=C1CC(Cl)C(=O)N1Cl 5.8265605 339.19002633773306
C/C(N)=C/C(=O)Nc1ccccn1 5.8693495 354.0186162401245
NC(CO)c1ccccc1-c1cccs1 6.0387692 419.37654845028993
CCCN1CCNCC1 6.3038435 546.6689997629053
CCOC(=O)c1ccc(C#Cc2cc3nc(C(C)(C)C(=O)OCC)cn3nc2Cl)cc1 6.373716 586.2322253098768
CCOC(=O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)OCC)CSc2ccccc21 6.6020303 736.5891691051522
C=C(C)n1c(=O)n(C2CC2)c2ccccc21 6.7383313 844.1509252537352
CCOC(=O)c1ccc(C#Cc2cccc(N)c2)cc1 6.7659087 867.754378033764
Cc1c(C(F)(F)F)nc(C(F)(F)F)c(CO)c1O 6.8385043 933.0924640909094
